user_id,age,gender,height_cm,weight_kg,bmi,activity_level,nutrition_goal,recommended_category,daily_calorie_goal
721,38,female,157.4,79.8,32.21,moderately_active,weight_gain,Low Calorie,3076
722,39,male,176.3,95.9,30.85,moderately_active,muscle_gain,Low Calorie,2663
723,40,female,145.0,46.9,22.31,moderately_active,weight_loss,Low Calorie,1665
724,34,male,148.2,99.1,45.12,lightly_active,muscle_gain,Low Calorie,2222
725,50,female,160.3,76.4,29.73,lightly_active,weight_loss,Low Calorie,1419
726,37,female,149.7,59.6,26.6,lightly_active,weight_gain,High Energy,2762
727,20,female,162.1,76.3,29.04,lightly_active,weight_loss,Low Calorie,1770
728,65,female,159.5,71.9,28.26,sedentary,muscle_gain,Low Calorie,2238
729,20,female,168.4,95.7,33.75,moderately_active,muscle_gain,Low Calorie,2644
730,22,female,171.1,57.5,19.64,sedentary,maintenance,Balanced Diet,1827
731,48,female,146.2,74.7,34.95,lightly_active,muscle_gain,Low Calorie,2714
732,24,male,149.9,85.2,37.92,very_active,maintenance,Low Calorie,2185
733,29,male,164.0,88.3,32.83,lightly_active,weight_gain,Low Calorie,2844
734,45,male,169.1,47.7,16.68,very_active,muscle_gain,High Protein,2287
735,47,female,158.0,83.4,33.41,lightly_active,maintenance,Low Calorie,2086
736,46,male,162.6,76.4,28.9,lightly_active,weight_gain,Low Calorie,2573
737,64,female,157.9,82.7,33.17,sedentary,weight_loss,Low Calorie,1743
738,42,female,156.0,55.5,22.81,moderately_active,weight_loss,Low Calorie,1794
739,25,female,174.6,78.9,25.88,very_active,weight_gain,High Energy,2951
740,29,male,155.4,65.6,27.16,sedentary,weight_loss,Low Calorie,1778
741,30,male,183.1,96.0,28.63,moderately_active,weight_loss,Low Calorie,1575
742,34,male,164.7,46.3,17.07,lightly_active,weight_gain,High Energy,2708
743,50,female,159.5,85.1,33.45,lightly_active,weight_loss,Low Calorie,1592
744,31,male,154.3,60.6,25.45,moderately_active,weight_loss,Low Calorie,1638
745,19,male,162.4,59.9,22.71,moderately_active,weight_loss,Low Calorie,1409
746,56,female,156.6,98.9,40.33,sedentary,muscle_gain,Low Calorie,2696
747,26,male,155.4,98.2,40.66,sedentary,weight_loss,Low Calorie,1526
748,36,female,159.7,85.9,33.68,sedentary,muscle_gain,Low Calorie,2560
749,55,female,154.1,99.8,42.03,moderately_active,weight_loss,Low Calorie,1720
750,39,female,171.7,89.8,30.46,sedentary,muscle_gain,Low Calorie,2430
751,36,male,181.2,81.1,24.7,sedentary,maintenance,Balanced Diet,2066
752,41,male,156.9,53.4,21.69,moderately_active,muscle_gain,High Protein,2659
753,28,male,172.1,77.0,26.0,lightly_active,weight_gain,High Energy,2816
754,42,male,184.8,98.7,28.9,lightly_active,weight_gain,Low Calorie,2825
755,50,male,167.7,84.6,30.08,lightly_active,muscle_gain,Low Calorie,2349
756,63,male,159.8,98.5,38.57,very_active,muscle_gain,Low Calorie,2653
757,24,female,168.4,50.9,17.95,lightly_active,weight_loss,Low Calorie,1790
758,53,female,162.0,57.7,21.99,lightly_active,weight_gain,High Energy,2526
759,20,female,165.6,71.2,25.96,very_active,muscle_gain,High Protein,2388
760,46,female,159.2,54.0,21.31,lightly_active,weight_loss,Low Calorie,1609
761,32,male,183.2,57.2,17.04,lightly_active,weight_gain,High Energy,2567
762,43,male,180.1,71.9,22.17,moderately_active,maintenance,High Protein,1926
763,40,female,168.3,78.4,27.68,very_active,muscle_gain,Low Calorie,2603
764,48,male,152.0,70.1,30.34,sedentary,weight_gain,Low Calorie,3031
765,62,female,146.2,66.3,31.02,sedentary,weight_gain,Low Calorie,2798
766,40,female,171.5,87.6,29.78,moderately_active,maintenance,Low Calorie,1885
767,33,female,163.4,48.0,17.98,lightly_active,maintenance,High Energy,2130
768,20,female,166.7,51.2,18.42,lightly_active,maintenance,High Energy,2011
769,43,female,145.7,70.0,32.97,lightly_active,maintenance,Low Calorie,1846
770,35,female,165.8,94.9,34.52,lightly_active,weight_loss,Low Calorie,1446
771,60,male,164.6,65.0,23.99,very_active,weight_gain,High Protein,2887
772,17,female,168.0,95.2,33.73,lightly_active,weight_gain,Low Calorie,2648
773,64,male,174.3,68.1,22.42,moderately_active,maintenance,High Protein,1947
774,22,male,181.2,97.8,29.79,sedentary,muscle_gain,Low Calorie,2212
775,46,female,170.7,74.9,25.7,sedentary,maintenance,Fiber Rich,1921
776,52,male,172.4,70.0,23.55,very_active,weight_loss,Low Calorie,1707
777,30,male,180.6,60.3,18.49,lightly_active,weight_loss,Low Calorie,1494
778,18,male,172.2,47.0,15.85,sedentary,muscle_gain,High Protein,2539
779,18,male,152.0,99.7,43.15,lightly_active,muscle_gain,Low Calorie,2786
780,44,male,175.7,64.8,20.99,sedentary,weight_loss,Low Calorie,1793
781,35,female,156.1,65.8,27.0,sedentary,maintenance,Fiber Rich,2081
782,33,male,165.4,51.7,18.9,moderately_active,muscle_gain,High Protein,2739
783,48,female,151.3,56.5,24.68,sedentary,weight_loss,Low Calorie,1692
784,45,male,174.8,78.3,25.63,moderately_active,maintenance,Fiber Rich,2111
785,31,female,160.8,99.7,38.56,moderately_active,weight_gain,Low Calorie,3129
786,48,female,166.9,72.4,25.99,lightly_active,weight_gain,High Energy,2797
787,15,male,152.4,70.6,30.4,sedentary,weight_gain,Low Calorie,3130
788,41,female,146.4,64.2,29.95,lightly_active,weight_loss,Low Calorie,1727
789,59,male,158.4,88.5,35.27,moderately_active,muscle_gain,Low Calorie,2718
790,64,female,145.2,82.7,39.23,moderately_active,maintenance,Low Calorie,2170
791,26,male,155.2,90.9,37.74,very_active,maintenance,Low Calorie,1818
792,45,male,153.7,70.3,29.76,moderately_active,maintenance,Low Calorie,2011
793,48,male,159.1,84.9,33.54,moderately_active,weight_loss,Low Calorie,1506
794,65,female,155.6,98.3,40.6,moderately_active,weight_loss,Low Calorie,1573
795,55,female,161.0,54.1,20.87,very_active,weight_gain,High Protein,3109
796,65,male,175.8,83.8,27.11,moderately_active,weight_loss,Low Calorie,1539
797,20,female,159.9,58.1,22.72,very_active,muscle_gain,High Protein,2421
798,26,female,148.4,88.2,40.05,lightly_active,weight_loss,Low Calorie,1627
799,45,male,181.5,53.5,16.24,moderately_active,maintenance,High Protein,2175
800,64,female,154.8,87.3,36.43,sedentary,weight_gain,Low Calorie,2710
801,44,male,162.3,92.6,35.15,sedentary,weight_loss,Low Calorie,1559
802,58,male,179.4,93.0,28.9,moderately_active,maintenance,Low Calorie,1823
803,48,male,176.3,86.0,27.67,sedentary,muscle_gain,Low Calorie,2414
804,27,female,150.8,60.2,26.47,moderately_active,maintenance,Fiber Rich,2143
805,32,male,153.5,60.1,25.51,sedentary,weight_loss,Low Calorie,1505
806,50,female,154.6,52.8,22.09,moderately_active,weight_gain,High Protein,2675
807,34,male,170.7,63.6,21.83,very_active,weight_loss,Low Calorie,1466
808,45,male,181.4,47.8,14.53,very_active,weight_loss,Low Calorie,1444
809,40,female,150.4,77.8,34.39,very_active,muscle_gain,Low Calorie,2519
810,27,female,166.4,81.9,29.58,sedentary,maintenance,Low Calorie,2090
811,20,male,178.1,95.6,30.14,very_active,weight_loss,Low Calorie,1633
812,58,female,164.3,87.2,32.3,very_active,weight_gain,Low Calorie,2729
813,54,male,157.5,65.0,26.2,lightly_active,muscle_gain,High Protein,2532
814,46,female,145.9,71.1,33.4,moderately_active,maintenance,Low Calorie,2036
815,33,male,176.4,78.2,25.13,lightly_active,weight_loss,Low Calorie,1607
816,35,male,168.6,48.9,17.2,moderately_active,maintenance,High Protein,2005
817,30,female,163.6,75.1,28.06,very_active,maintenance,Low Calorie,1833
818,28,female,169.4,77.5,27.01,very_active,muscle_gain,High Protein,2757
819,26,male,172.5,49.3,16.57,very_active,weight_loss,Low Calorie,1703
820,35,female,161.7,90.2,34.5,lightly_active,muscle_gain,Low Calorie,2615
821,53,male,152.0,89.8,38.87,very_active,muscle_gain,Low Calorie,2706
822,20,male,156.1,52.6,21.59,sedentary,weight_gain,High Energy,3176
823,43,male,167.7,66.4,23.61,very_active,weight_gain,High Protein,2710
824,34,female,162.1,95.2,36.23,moderately_active,maintenance,Low Calorie,2167
825,20,female,162.5,78.6,29.77,very_active,weight_gain,Low Calorie,2801
826,38,male,181.3,98.2,29.88,sedentary,muscle_gain,Low Calorie,2312
827,16,female,152.1,83.6,36.14,very_active,muscle_gain,Low Calorie,2591
828,39,female,158.1,56.6,22.64,lightly_active,maintenance,Balanced Diet,1871
829,50,male,162.2,95.8,36.41,very_active,weight_gain,Low Calorie,2795
830,23,male,148.4,80.7,36.64,lightly_active,maintenance,Low Calorie,2136
831,23,female,147.5,80.3,36.91,very_active,maintenance,Low Calorie,2156
832,54,female,150.4,73.0,32.27,very_active,maintenance,Low Calorie,1981
833,26,male,163.7,45.4,16.94,very_active,weight_gain,High Protein,3013
834,41,female,172.8,76.7,25.69,sedentary,weight_loss,Low Calorie,1690
835,60,female,156.1,76.9,31.56,sedentary,weight_gain,Low Calorie,3039
836,44,female,160.5,73.8,28.65,sedentary,weight_gain,Low Calorie,2983
837,58,male,171.4,88.9,30.26,moderately_active,weight_loss,Low Calorie,1575
838,45,male,164.8,94.8,34.91,moderately_active,maintenance,Low Calorie,1980
839,33,female,150.0,83.2,36.98,moderately_active,muscle_gain,Low Calorie,2262
840,52,female,150.1,47.8,21.22,moderately_active,weight_loss,Low Calorie,1546
841,20,female,148.8,49.2,22.22,moderately_active,muscle_gain,High Protein,2335
842,32,female,170.7,45.8,15.72,sedentary,weight_gain,High Energy,3105
843,57,male,164.5,89.4,33.04,moderately_active,weight_gain,Low Calorie,2996
844,48,male,179.9,63.9,19.74,sedentary,weight_gain,High Energy,3109
845,46,male,175.9,67.7,21.88,very_active,weight_gain,High Protein,3176
846,61,female,164.1,56.6,21.02,moderately_active,weight_loss,Low Calorie,1728
847,63,female,169.6,47.9,16.65,very_active,maintenance,High Protein,2043
848,45,female,167.4,86.4,30.83,lightly_active,maintenance,Low Calorie,2149
849,45,female,152.9,74.2,31.74,very_active,weight_loss,Low Calorie,1547
850,39,female,165.4,97.9,35.79,sedentary,weight_loss,Low Calorie,1672
851,42,female,163.3,80.9,30.34,moderately_active,muscle_gain,Low Calorie,2476
852,21,female,152.7,77.1,33.07,very_active,weight_gain,Low Calorie,3188
853,48,male,160.5,83.0,32.22,lightly_active,muscle_gain,Low Calorie,2760
854,58,male,148.3,48.7,22.14,very_active,weight_loss,Low Calorie,1668
855,58,male,164.5,57.1,21.1,moderately_active,muscle_gain,High Protein,2397
856,16,male,170.9,48.1,16.47,lightly_active,weight_loss,Low Calorie,1762
857,20,male,179.7,52.1,16.13,lightly_active,weight_loss,Low Calorie,1756
858,31,male,158.9,81.3,32.2,sedentary,maintenance,Low Calorie,1941
859,59,female,172.1,87.3,29.47,moderately_active,muscle_gain,Low Calorie,2365
860,32,male,176.8,66.1,21.15,moderately_active,weight_loss,Low Calorie,1532
861,26,female,158.2,72.0,28.77,lightly_active,maintenance,Low Calorie,1891
862,21,female,149.3,87.3,39.16,lightly_active,weight_loss,Low Calorie,1626
863,21,female,146.0,48.9,22.94,moderately_active,maintenance,High Protein,1809
864,24,female,164.6,45.0,16.61,sedentary,maintenance,High Energy,1936
865,59,male,160.2,66.5,25.91,sedentary,maintenance,Fiber Rich,2044
866,40,female,170.3,88.0,30.34,sedentary,weight_gain,Low Calorie,2503
867,59,female,169.5,71.5,24.89,moderately_active,muscle_gain,High Protein,2510
868,18,female,164.0,97.7,36.33,sedentary,muscle_gain,Low Calorie,2747
869,20,female,170.2,86.8,29.96,moderately_active,weight_gain,Low Calorie,2680
870,39,male,172.4,61.4,20.66,very_active,weight_loss,Low Calorie,1722
871,46,female,147.5,79.8,36.68,lightly_active,weight_gain,Low Calorie,2536
872,16,male,174.6,77.6,25.46,very_active,maintenance,Fiber Rich,1832
873,46,female,161.0,90.9,35.07,very_active,weight_loss,Low Calorie,1418
874,18,female,155.1,84.7,35.21,very_active,weight_loss,Low Calorie,1508
875,58,female,171.1,74.5,25.45,lightly_active,weight_loss,Low Calorie,1418
876,46,male,172.2,70.9,23.91,sedentary,weight_gain,High Energy,3164
877,15,male,154.4,47.7,20.01,moderately_active,weight_loss,Low Calorie,1633
878,52,male,150.4,90.0,39.79,sedentary,maintenance,Low Calorie,2104
879,19,male,177.8,68.4,21.64,very_active,muscle_gain,High Protein,2323
880,35,male,178.9,88.6,27.68,sedentary,weight_gain,Low Calorie,2843
881,22,male,158.1,86.7,34.69,lightly_active,muscle_gain,Low Calorie,2766
882,43,male,157.0,77.0,31.24,lightly_active,weight_loss,Low Calorie,1723
883,64,female,149.7,93.4,41.68,sedentary,weight_loss,Low Calorie,1403
884,20,male,174.1,77.7,25.63,moderately_active,maintenance,Fiber Rich,2155
885,59,female,148.8,52.9,23.89,moderately_active,maintenance,High Protein,2010
886,26,male,170.6,47.1,16.18,lightly_active,maintenance,High Energy,2113
887,55,male,178.6,61.6,19.31,very_active,weight_loss,Low Calorie,1685
888,27,male,152.3,74.2,31.99,sedentary,muscle_gain,Low Calorie,2752
889,44,male,176.5,81.3,26.1,moderately_active,weight_loss,Low Calorie,1499
890,65,male,153.5,91.4,38.79,very_active,maintenance,Low Calorie,1890
891,57,male,182.1,48.0,14.48,moderately_active,muscle_gain,High Protein,2414
892,31,female,155.0,89.3,37.17,very_active,weight_loss,Low Calorie,1453
893,49,male,154.5,88.2,36.95,very_active,weight_loss,Low Calorie,1436
894,61,male,164.5,76.9,28.42,very_active,weight_gain,Low Calorie,3193
895,29,female,168.4,62.9,22.18,sedentary,weight_gain,High Energy,2922
896,39,male,181.0,49.0,14.96,very_active,weight_loss,Low Calorie,1623
897,28,male,182.3,70.0,21.06,very_active,muscle_gain,High Protein,2339
898,61,female,150.8,64.7,28.45,moderately_active,weight_gain,Low Calorie,2843
899,17,male,173.6,48.3,16.03,lightly_active,weight_loss,Low Calorie,1638
900,41,female,150.1,63.9,28.36,moderately_active,weight_gain,Low Calorie,3153
901,51,male,183.9,92.0,27.2,sedentary,maintenance,Fiber Rich,2067
902,28,female,162.7,91.0,34.38,moderately_active,weight_loss,Low Calorie,1773
903,62,female,171.2,58.6,19.99,very_active,weight_gain,High Protein,3105
904,51,male,181.2,68.0,20.71,sedentary,weight_loss,Low Calorie,1640
905,42,male,167.7,71.4,25.39,sedentary,maintenance,Fiber Rich,2053
906,20,male,168.7,45.7,16.06,very_active,weight_gain,High Protein,2635
907,33,female,152.2,99.9,43.13,sedentary,maintenance,Low Calorie,2142
908,25,female,166.1,92.2,33.42,sedentary,maintenance,Low Calorie,2037
909,60,male,163.0,88.4,33.27,moderately_active,maintenance,Low Calorie,2160
910,55,male,150.6,94.1,41.49,moderately_active,weight_loss,Low Calorie,1551
911,63,female,153.1,97.0,41.38,lightly_active,weight_loss,Low Calorie,1717
912,62,female,173.0,73.3,24.49,moderately_active,weight_loss,Low Calorie,1456
913,38,female,159.0,47.2,18.67,moderately_active,weight_gain,High Protein,3163
914,50,male,174.2,56.3,18.55,moderately_active,weight_gain,High Protein,3052
915,56,male,165.7,96.7,35.22,lightly_active,weight_gain,Low Calorie,2828
916,32,female,160.1,68.3,26.65,sedentary,weight_loss,Low Calorie,1590
917,43,female,159.6,74.0,29.05,sedentary,maintenance,Low Calorie,2163
918,43,female,163.6,89.0,33.25,sedentary,weight_gain,Low Calorie,2968
919,20,male,162.5,54.8,20.75,sedentary,weight_loss,Low Calorie,1484
920,22,female,165.9,72.3,26.27,lightly_active,weight_loss,Low Calorie,1550
921,58,female,161.2,52.3,20.13,moderately_active,maintenance,High Protein,2027
922,33,male,155.0,46.2,19.23,lightly_active,muscle_gain,High Protein,2621
923,56,female,164.4,62.9,23.27,very_active,maintenance,High Protein,1955
924,65,male,159.3,88.4,34.84,lightly_active,maintenance,Low Calorie,1990
925,64,female,170.4,53.2,18.32,moderately_active,maintenance,High Protein,1885
926,60,male,167.8,55.0,19.53,lightly_active,weight_gain,High Energy,2665
927,22,male,149.5,62.4,27.92,lightly_active,maintenance,Low Calorie,1933
928,26,female,151.2,83.9,36.7,moderately_active,muscle_gain,Low Calorie,2351
929,43,female,161.2,53.9,20.74,moderately_active,weight_loss,Low Calorie,1412
930,46,female,168.1,97.1,34.36,moderately_active,weight_gain,Low Calorie,2504
931,56,female,166.2,71.1,25.74,moderately_active,weight_gain,High Energy,3078
932,36,female,165.7,85.2,31.03,sedentary,weight_gain,Low Calorie,3194
933,34,male,148.9,79.0,35.63,lightly_active,maintenance,Low Calorie,1982
934,35,male,150.0,80.3,35.69,lightly_active,muscle_gain,Low Calorie,2400
935,20,male,167.9,69.5,24.65,sedentary,maintenance,Balanced Diet,1899
936,35,female,163.1,73.1,27.48,sedentary,muscle_gain,High Protein,2607
937,60,male,179.6,65.3,20.24,moderately_active,weight_loss,Low Calorie,1545
938,37,female,154.2,69.5,29.23,sedentary,weight_gain,Low Calorie,2954
939,43,female,153.7,89.3,37.8,very_active,maintenance,Low Calorie,1871
940,24,male,155.7,71.1,29.33,moderately_active,weight_loss,Low Calorie,1702
941,20,female,145.2,80.1,37.99,moderately_active,maintenance,Low Calorie,1889
942,60,female,162.0,95.3,36.31,lightly_active,weight_gain,Low Calorie,2890
943,50,female,159.7,90.3,35.41,moderately_active,muscle_gain,Low Calorie,2705
944,29,female,145.8,45.1,21.22,moderately_active,muscle_gain,High Protein,2683
945,56,male,172.6,60.8,20.41,lightly_active,maintenance,Balanced Diet,2152
946,16,male,152.4,60.2,25.92,sedentary,muscle_gain,High Protein,2795
947,51,female,158.1,59.2,23.68,very_active,weight_loss,Low Calorie,1591
948,31,male,154.0,48.2,20.32,moderately_active,maintenance,High Protein,2154
949,37,male,154.0,60.0,25.3,very_active,muscle_gain,High Protein,2249
950,33,female,160.9,96.5,37.27,lightly_active,weight_gain,Low Calorie,2596
951,49,male,159.9,62.4,24.41,moderately_active,muscle_gain,High Protein,2571
952,49,male,169.5,90.3,31.43,sedentary,weight_gain,Low Calorie,3030
953,38,female,168.4,67.7,23.87,lightly_active,weight_loss,Low Calorie,1511
954,47,male,156.2,55.4,22.71,sedentary,maintenance,Balanced Diet,2035
955,22,male,178.3,95.8,30.13,very_active,muscle_gain,Low Calorie,2519
956,23,female,169.5,93.9,32.68,moderately_active,weight_gain,Low Calorie,2811
957,62,male,178.1,57.2,18.03,lightly_active,weight_gain,High Energy,2814
958,28,male,152.8,49.3,21.12,sedentary,weight_loss,Low Calorie,1409
959,63,female,157.9,55.8,22.38,sedentary,weight_loss,Low Calorie,1640
960,31,male,149.6,61.6,27.52,sedentary,weight_loss,Low Calorie,1800
961,53,male,155.6,94.6,39.07,lightly_active,muscle_gain,Low Calorie,2229
962,24,male,179.3,96.8,30.11,moderately_active,muscle_gain,Low Calorie,2364
963,47,male,169.1,50.5,17.66,sedentary,weight_gain,High Energy,2696
964,25,female,172.0,74.5,25.18,sedentary,weight_gain,High Energy,3016
965,38,female,165.9,55.2,20.06,sedentary,weight_gain,High Energy,2863
966,42,female,151.4,57.5,25.09,sedentary,muscle_gain,High Protein,2326
967,22,female,160.6,72.3,28.03,moderately_active,muscle_gain,Low Calorie,2770
968,20,male,160.1,51.4,20.05,moderately_active,maintenance,High Protein,2107
969,58,female,174.3,69.4,22.84,very_active,muscle_gain,High Protein,2638
970,19,male,181.1,89.1,27.17,moderately_active,weight_gain,High Energy,2513
971,58,female,148.2,69.1,31.46,sedentary,weight_loss,Low Calorie,1473
972,40,female,165.9,98.8,35.9,lightly_active,weight_loss,Low Calorie,1586
973,36,male,155.4,91.4,37.85,very_active,weight_loss,Low Calorie,1519
974,61,female,160.0,87.1,34.02,moderately_active,maintenance,Low Calorie,1982
975,57,female,163.1,67.2,25.26,very_active,muscle_gain,High Protein,2350
976,21,female,148.7,71.9,32.52,lightly_active,weight_gain,Low Calorie,2530
977,62,male,150.0,48.8,21.69,sedentary,weight_gain,High Energy,2891
978,24,female,154.1,79.3,33.39,sedentary,maintenance,Low Calorie,2038
979,33,male,172.5,72.0,24.2,moderately_active,muscle_gain,High Protein,2753
980,63,male,149.2,68.7,30.86,sedentary,maintenance,Low Calorie,2030
981,39,female,158.3,47.0,18.76,lightly_active,muscle_gain,High Protein,2368
982,42,female,149.0,84.4,38.02,very_active,weight_loss,Low Calorie,1691
983,57,female,161.6,74.7,28.6,very_active,maintenance,Low Calorie,2087
984,47,male,150.1,59.5,26.41,very_active,muscle_gain,High Protein,2491
985,18,female,145.8,47.5,22.34,moderately_active,muscle_gain,High Protein,2797
986,63,male,181.0,63.8,19.47,sedentary,maintenance,Balanced Diet,1976
987,41,female,155.5,81.4,33.66,lightly_active,weight_gain,Low Calorie,3163
988,52,female,147.5,82.8,38.06,moderately_active,weight_loss,Low Calorie,1572
989,16,male,167.9,47.1,16.71,very_active,maintenance,High Protein,1936
990,59,male,165.4,46.2,16.89,moderately_active,maintenance,High Protein,2092
991,35,female,162.2,89.5,34.02,sedentary,weight_gain,Low Calorie,2844
992,47,female,169.3,81.7,28.5,lightly_active,muscle_gain,Low Calorie,2572
993,27,female,159.9,91.6,35.83,sedentary,weight_gain,Low Calorie,2794
994,18,female,153.9,76.5,32.3,lightly_active,weight_loss,Low Calorie,1767
995,52,male,160.5,48.7,18.91,very_active,maintenance,High Protein,1907
996,65,female,147.3,90.3,41.62,moderately_active,maintenance,Low Calorie,2139
997,27,female,157.4,58.8,23.73,very_active,weight_gain,High Protein,2519
998,51,male,166.5,81.3,29.33,very_active,muscle_gain,Low Calorie,2745
999,51,female,166.8,48.3,17.36,lightly_active,muscle_gain,High Protein,2673
1000,30,male,153.6,82.7,35.05,moderately_active,maintenance,Low Calorie,2010
1001,19,female,164.0,91.5,34.02,moderately_active,muscle_gain,Low Calorie,2364
1002,58,female,163.0,67.3,25.33,sedentary,weight_gain,High Energy,2696
1003,30,male,177.5,62.1,19.71,very_active,maintenance,High Protein,2016
1004,27,male,153.9,52.5,22.17,moderately_active,muscle_gain,High Protein,2763
1005,56,male,179.5,98.0,30.42,very_active,weight_loss,Low Calorie,1428
1006,35,male,170.3,92.7,31.96,very_active,muscle_gain,Low Calorie,2292
1007,61,female,170.3,58.0,20.0,sedentary,muscle_gain,High Protein,2708
1008,30,male,170.2,87.5,30.21,moderately_active,muscle_gain,Low Calorie,2798
1009,62,female,167.3,96.5,34.48,lightly_active,weight_gain,Low Calorie,2609
1010,28,male,183.9,69.2,20.46,moderately_active,weight_loss,Low Calorie,1651
1011,59,female,173.5,62.4,20.73,very_active,maintenance,High Protein,2149
1012,32,male,180.5,96.5,29.62,moderately_active,maintenance,Low Calorie,2166
1013,34,female,145.6,98.2,46.32,sedentary,weight_loss,Low Calorie,1753
1014,31,male,168.5,62.0,21.84,moderately_active,weight_loss,Low Calorie,1673
1015,43,male,162.4,95.0,36.02,very_active,muscle_gain,Low Calorie,2508
1016,63,male,156.7,56.6,23.05,lightly_active,maintenance,Balanced Diet,2123
1017,64,female,164.3,88.4,32.75,moderately_active,weight_loss,Low Calorie,1799
1018,45,female,167.1,96.0,34.38,moderately_active,maintenance,Low Calorie,1851
1019,59,male,157.7,48.7,19.58,very_active,muscle_gain,High Protein,2664
1020,63,male,149.9,80.3,35.74,very_active,weight_gain,Low Calorie,2503
1021,27,female,163.8,62.3,23.22,sedentary,weight_loss,Low Calorie,1480
1022,48,male,174.4,87.2,28.67,lightly_active,maintenance,Low Calorie,1963
1023,45,female,171.2,52.3,17.84,lightly_active,muscle_gain,High Protein,2488
1024,20,male,163.3,55.0,20.62,very_active,weight_gain,High Protein,2521
1025,50,male,171.9,79.5,26.9,sedentary,maintenance,Fiber Rich,1901
1026,59,female,170.6,47.7,16.39,very_active,muscle_gain,High Protein,2352
1027,38,male,154.3,76.2,32.01,sedentary,maintenance,Low Calorie,2195
1028,58,female,159.8,57.3,22.44,lightly_active,weight_gain,High Energy,2772
1029,62,female,159.8,52.2,20.44,lightly_active,weight_gain,High Energy,2789
1030,41,male,154.7,88.6,37.02,sedentary,muscle_gain,Low Calorie,2468
1031,54,male,164.7,58.7,21.64,very_active,weight_loss,Low Calorie,1405
1032,23,female,171.1,98.6,33.68,very_active,weight_gain,Low Calorie,2892
1033,62,female,162.9,49.0,18.47,sedentary,weight_loss,Low Calorie,1570
1034,45,male,181.6,99.8,30.26,sedentary,weight_loss,Low Calorie,1529
1035,34,female,174.3,81.9,26.96,lightly_active,weight_loss,Low Calorie,1697
1036,31,male,154.3,72.1,30.28,moderately_active,maintenance,Low Calorie,1867
1037,35,male,174.3,68.8,22.65,moderately_active,weight_loss,Low Calorie,1560
1038,23,male,166.5,98.5,35.53,moderately_active,muscle_gain,Low Calorie,2640
1039,31,female,163.4,86.9,32.55,moderately_active,muscle_gain,Low Calorie,2646
1040,35,male,175.3,72.0,23.43,lightly_active,maintenance,Balanced Diet,1827
1041,24,male,150.0,55.1,24.49,very_active,muscle_gain,High Protein,2367
1042,42,female,148.5,94.2,42.72,very_active,weight_loss,Low Calorie,1626
1043,60,female,161.8,70.2,26.82,sedentary,weight_gain,High Energy,2626
1044,20,female,151.1,60.6,26.54,lightly_active,muscle_gain,High Protein,2776
1045,52,male,184.9,45.2,13.22,lightly_active,maintenance,High Energy,1839
1046,64,male,166.4,50.2,18.13,moderately_active,weight_loss,Low Calorie,1545
1047,40,male,161.8,96.1,36.71,sedentary,muscle_gain,Low Calorie,2357
1048,20,male,165.0,83.9,30.82,very_active,maintenance,Low Calorie,2121
1049,53,female,164.7,63.1,23.26,sedentary,maintenance,Balanced Diet,1966
1050,28,male,179.9,89.1,27.53,moderately_active,muscle_gain,Low Calorie,2256
1051,50,male,183.2,66.0,19.66,very_active,muscle_gain,High Protein,2382
1052,64,male,180.0,49.9,15.4,lightly_active,weight_gain,High Energy,2897
1053,33,female,164.4,97.5,36.07,lightly_active,weight_loss,Low Calorie,1552
1054,42,female,167.1,95.7,34.27,lightly_active,muscle_gain,Low Calorie,2298
1055,47,female,151.0,69.5,30.48,very_active,maintenance,Low Calorie,1937
1056,20,female,167.7,89.6,31.86,lightly_active,maintenance,Low Calorie,2122
1057,20,female,146.2,63.8,29.85,very_active,weight_gain,Low Calorie,3163
1058,46,male,167.5,80.6,28.73,sedentary,muscle_gain,Low Calorie,2679
1059,20,female,172.2,71.3,24.04,lightly_active,weight_gain,High Energy,3200
1060,30,female,160.7,61.3,23.74,sedentary,weight_loss,Low Calorie,1423
1061,47,male,163.7,50.2,18.73,moderately_active,muscle_gain,High Protein,2460
1062,64,male,166.6,51.3,18.48,very_active,weight_gain,High Protein,2686
1063,17,female,147.5,93.2,42.84,moderately_active,muscle_gain,Low Calorie,2665
1064,54,female,169.2,63.8,22.29,lightly_active,weight_gain,High Energy,2689
1065,62,male,184.3,59.3,17.46,sedentary,maintenance,High Energy,2073
1066,15,male,162.6,45.7,17.29,very_active,maintenance,High Protein,2154
1067,57,female,174.0,78.1,25.8,very_active,muscle_gain,High Protein,2569
1068,34,female,147.6,52.4,24.05,lightly_active,weight_loss,Low Calorie,1408
1069,16,male,155.7,80.7,33.29,lightly_active,maintenance,Low Calorie,2120
1070,20,male,159.1,70.5,27.85,very_active,maintenance,Low Calorie,1811
1071,25,male,181.4,85.6,26.01,very_active,maintenance,Fiber Rich,2041
1072,43,male,169.7,56.1,19.48,very_active,weight_loss,Low Calorie,1570
1073,21,male,171.3,84.2,28.69,very_active,maintenance,Low Calorie,2177
1074,17,female,159.6,71.7,28.15,very_active,weight_gain,Low Calorie,2562
1075,42,male,169.3,75.4,26.31,moderately_active,maintenance,Fiber Rich,2042
1076,46,male,171.0,80.5,27.53,very_active,maintenance,Low Calorie,1810
1077,33,male,174.9,70.8,23.14,very_active,weight_gain,High Protein,3019
1078,52,male,181.6,63.7,19.32,very_active,weight_gain,High Protein,2800
